"LEVEES
DE FONDS",DATE,"LIEN VERS
ANNUAIRE","LIEN VERS SITE
INTERNET"
WELIKESTARTUP lève des fonds auprès de BUSINESS ANGELS,01/06/2013,WELIKESTARTUP,WELIKESTARTUP
WEROOM lève des fonds auprès d’investisseurs,01/06/2013,WEROOM,WEROOM
WRUNG DIVISION lève 800 000 euros auprès d’investisseurs,01/06/2013,WRUNG DIVISION,
XOR MOTORS lève des fonds auprès d’investisseurs,01/06/2013,XOR MOTORS,XOR MOTORS
ZEENSHARE lève 324 000 euros auprès d’investisseurs,01/06/2013,ZEENSHARE,ZEENSHARE
ZENDAY lève 234 000 euros auprès de RESEAU ENTREPRENDRE,01/06/2013,ZENDAY,ZENDAY
ZETAPELLET lève 1 million d’euros auprès d’investisseurs,01/06/2013,ZETAPELLET,ZETAPELLET
ZOOMALIA lève 800 000 euros auprès d’investisseurs,01/06/2013,ZOOMALIA,ZOOMALIA
"KERLINK M2M TECHNOLOGIES lève 1,5 million d’euros auprès d’investisseurs",01/05/2013,KERLINK M2M TECHNOLOGIES,KERLINK M2M TECHNOLOGIES
"BANK OF POKER lève des fonds auprès de BUSINESS ANGELS, KIMA VENTURES",01/05/2013,BANK OF POKER,BANK OF POKER
MARCHE PRIVE lève 200 000 euros auprès de BUSINESS ANGELS,01/05/2013,MARCHE PRIVE,MARCHE PRIVE
ULULE lève 400 000 euros auprès de BUSINESS ANGELS,01/05/2013,ULULE,ULULE
"WEEMO lève 2,7 millions d’euros auprès d’investisseurs",01/05/2013,WEEMO,WEEMO
MONECHELLE lève 300 000 euros auprès de CM-CIC INVESTISSEMENT,01/05/2013,MONECHELLE,MONECHELLE
"WELOVEWORDS lève 400 000 euros auprès de BUSINESS ANGELS, INVESTESSOR",01/05/2013,WELOVEWORDS,WELOVEWORDS
ADQUANTIC lève 550 000 euros auprès de BUSINESS ANGELS,01/05/2013,ADQUANTIC,ADQUANTIC
JIRAYA lève 500 000 euros auprès de BUSINESS ANGELS,01/05/2013,JIRAYA,JIRAYA
"ADOMIK lève 1,3 million d’euros auprès de IRIS CAPITAL, ELAIA PARTNERS",01/05/2013,ADOMIK,ADOMIK
SQUAREBREAK lève 300 000 euros auprès de BUSINESS ANGELS,01/05/2013,SQUAREBREAK,SQUAREBREAK
"BONITASOFT lève 10 millions d’euros auprès de AURIGASERENA, VENTECH",01/05/2013,BONITASOFT,BONITASOFT
"ANY DO lève 2,7 millions d’euros auprès d’investisseurs",01/05/2013,ANY DO,
WISEED lève 1 million d’euros auprès d’investisseurs,01/05/2013,WISEED,WISEED
"STICKYADS.TV lève 3,1 millions d’euros auprès de VENTECH, ISAI",01/05/2013,STICKYADS.TV,STICKYADS.TV
MEDDAY lève 8 millions d’euros auprès d’investisseurs,01/05/2013,MEDDAY,MEDDAY
KAIROS lève 200 000 euros auprès de BUSINESS ANGELS,01/05/2013,KAIROS,KAIROS
ADENTS lève 2 millions d’euros auprès de CAPHORN INVEST,01/05/2013,ADENTS,ADENTS
"ATEROVAX lève 1,5 million d’euros auprès d’investisseurs",01/05/2013,ATEROVAX,ATEROVAX
CARNET DE MODE lève 1 million d’euros auprès de ELAIA PARTNERS,01/05/2013,CARNET DE MODE,CARNET DE MODE
"CRITIZR lève 400 000 euros auprès de BUSINESS ANGELS, OTC ASSET MANAGEMENT",01/05/2013,CRITIZR,CRITIZR
GUTENBERG TECHNOLOGY lève 2 millions d’euros auprès de BUSINESS ANGELS,01/05/2013,GUTENBERG TECHNOLOGY,GUTENBERG TECHNOLOGY
KUBOSPHERE lève 150 000 euros auprès d’investisseurs,01/05/2013,KUBOSPHERE,KUBOSPHERE
LA BONNE BOX lève 500 000 euros auprès d’investisseurs,01/05/2013,LA BONNE BOX,LA BONNE BOX
LABEL-PARK lève 200 000 euros auprès de CAPITOLE ANGELS,01/05/2013,LABEL-PARK,LABEL-PARK
"MELIJOE lève 1,7 million d’euros auprès de CM CIC",01/05/2013,MELIJOE,MELIJOE
"PICABOUM – SOUVA lève 1,5 million d’euros auprès de ORKOS, SIGMA",01/05/2013,PICABOUM – SOUVA,PICABOUM – SOUVA
RECOMMEND lève 450 000 euros auprès de BUSINESS ANGELS,01/04/2013,RECOMMEND,RECOMMEND
KELDOC lève 700 000 euros auprès de ALVEN,01/04/2013,KELDOC,KELDOC
"MARFEEL lève 1,55 million d’euros auprès d’investisseurs",01/04/2013,MARFEEL,MARFEEL
ANIMALBOX WOUFBOX MIAOUBOX lève 300 000 euros auprès de L’ACCELERATEUR,01/04/2013,ANIMALBOX WOUFBOX MIAOUBOX,ANIMALBOX WOUFBOX MIAOUBOX
"TAXIBEAT lève 1,5 million d’euros auprès d’investisseurs",01/04/2013,TAXIBEAT,TAXIBEAT
"VERYLASTROOM lève 400 000 euros auprès de BUSINESS ANGELS, POLE CAPITAL, GENERIS CAPITAL",01/04/2013,VERYLASTROOM,VERYLASTROOM
GENSIGHT lève 32 millions d’euros auprès de NOVARTIS VENTURE FUND,01/04/2013,GENSIGHT,GENSIGHT
"SUSH.IO lève 250 000 euros auprès de BUSINESS ANGELS, GEM ANGELS, 50 PARTNERS, KIMA VENTURES",01/04/2013,SUSH.IO,SUSH.IO
DECIDEURS TV lève 300 000 euros auprès de BUSINESS ANGELS,01/04/2013,DECIDEURS TV,DECIDEURS TV
ATOLL ENERGY lève 375 000 euros auprès d’investisseurs,01/04/2013,ATOLL ENERGY,ATOLL ENERGY
AZUR LIGHT SYSTEMS lève 800 000 euros auprès d’investisseurs,01/04/2013,AZUR LIGHT SYSTEMS,AZUR LIGHT SYSTEMS
"FITS.ME lève 5,5 millions d’euros auprès de BUSINESS ANGELS",01/04/2013,FITS.ME,FITS.ME
ISAI lève 40 millions d’euros auprès d’investisseurs,01/04/2013,ISAI,ISAI
"ENVOIMOINSCHER – BOXTALE lève 2,6 millions d’euros auprès de CAPHORN INVEST, ACTIONNAIRES HISTORIQUES",01/04/2013,ENVOIMOINSCHER – BOXTALE,ENVOIMOINSCHER – BOXTALE
DIALPHA lève 1 million d’euros auprès d’investisseurs,01/04/2013,DIALPHA,DIALPHA
AUGMENT lève 220 000 euros auprès de BUSINESS ANGELS,01/04/2013,AUGMENT,AUGMENT
ACHATDESIGN lève 5 millions d’euros auprès de TURENNE CAPITAL,01/04/2013,ACHATDESIGN,ACHATDESIGN
ISOGRAD lève 1 million d’euros auprès d’investisseurs,01/04/2013,ISOGRAD,ISOGRAD
KIWUP – SIMPLEMAIL lève 100 000 euros auprès de KIMA VENTURES,01/04/2013,KIWUP – SIMPLEMAIL,KIWUP – SIMPLEMAIL
"NEXGATE lève 2,6 millions d’euros auprès d’investisseurs",01/04/2013,NEXGATE,
APPLICATOUR lève 800 000 euros auprès d’investisseurs,01/04/2013,APPLICATOUR,APPLICATOUR
CEA INVESTISSEMENT lève 38 millions d’euros auprès d’investisseurs,01/04/2013,CEA INVESTISSEMENT,CEA INVESTISSEMENT
"INSTANTLUXE lève 2 millions d’euros auprès de IRIS CAPITAL, ISAI",01/04/2013,INSTANTLUXE,INSTANTLUXE
BRAZECO lève 500 000 euros auprès de NEWFUND,01/04/2013,BRAZECO,BRAZECO
"GENTICEL lève 18,2 millions d’euros auprès d’investisseurs",01/04/2013,GENTICEL,GENTICEL
SUPERSONIC IMAGINE lève 28 millions d’euros auprès d’investisseurs,01/04/2013,SUPERSONIC IMAGINE,SUPERSONIC IMAGINE
"YMAGIS lève 11,6 millions d’euros auprès d’investisseurs",01/04/2013,YMAGIS,YMAGIS
ALEDIA lève 10 millions d’euros auprès d’investisseurs,01/03/2013,ALEDIA,ALEDIA
"MYFOX lève 3,2 millions d’euros auprès d’investisseurs",01/03/2013,MYFOX,MYFOX
ESIOOX lève 500 000 euros auprès de ARKEON,01/03/2013,ESIOOX,ESIOOX
"FANZY lève 1,35 million d’euros auprès de BUSINESS ANGELS",01/03/2013,FANZY,FANZY
"MESEO lève 280 000 euros auprès de SAVOIE ANGELS INVESTISSEMENTS, ENTREPRENEUR VENTURE",01/03/2013,MESEO,MESEO
"SUNNA DESIGN lève 1,3 million d’euros auprès d’investisseurs",01/03/2013,SUNNA DESIGN,SUNNA DESIGN
"QOBUZ lève 4 millions d’euros auprès de INNOVACOM, SIGMA",01/03/2013,QOBUZ,QOBUZ
ROBOLUTION CAPITAL lève 60 millions d’euros auprès d’investisseurs,01/03/2013,ROBOLUTION CAPITAL,ROBOLUTION CAPITAL
ALVEN CAPITAL lève 120 millions d’euros auprès d’investisseurs,01/03/2013,ALVEN CAPITAL,ALVEN CAPITAL
"LUCIBEL lève 4,6 millions d’euros auprès de ASTER CAPITAL",01/03/2013,LUCIBEL,LUCIBEL
ETHERA lève 3 millions d’euros auprès d’investisseurs,01/03/2013,ETHERA,ETHERA
"VIDEDRESSING lève 4,6 millions d’euros auprès d’investisseurs",01/03/2013,VIDEDRESSING,VIDEDRESSING
"PRET A CHANGER – EXCAMBIA lève 150 000 euros auprès de BUSINESS ANGELS, 50 PARTNERS",01/03/2013,PRET A CHANGER – EXCAMBIA,PRET A CHANGER – EXCAMBIA
CINVEN lève 5 milliards d’euros auprès d’investisseurs,01/03/2013,CINVEN,CINVEN
LA CHAMBRE AUX CONFITURES lève 600 000 euros auprès de AUDACIA,01/03/2013,LA CHAMBRE AUX CONFITURES,LA CHAMBRE AUX CONFITURES
MENTION lève 600 000 euros auprès de ALVEN,01/03/2013,MENTION,MENTION
VEDALIS lève 350 000 euros auprès d’investisseurs,01/03/2013,VEDALIS,VEDALIS
"OUICAR – ZILOK AUTO lève 3 millions d’euros auprès de ECOMOBILITE VENTURES, JAINA",01/03/2013,OUICAR – ZILOK AUTO,OUICAR – ZILOK AUTO
OVH lève 140 millions d’euros auprès d’investisseurs,01/03/2013,OVH,OVH
"ZENPARK lève 300 000 euros auprès de BUSINESS ANGELS, POLE CAPITAL",01/03/2013,ZENPARK,ZENPARK
"DELTA DRONE lève 2,5 millions d’euros auprès d’investisseurs",01/03/2013,DELTA DRONE,DELTA DRONE
"FREEMOOS lève 1,2 million d’euros auprès d’investisseurs",01/03/2013,FREEMOOS,
EON MOTORS lève 1 million d’euros auprès d’investisseurs,01/03/2013,EON MOTORS,EON MOTORS
E4V lève 3 millions d’euros auprès d’investisseurs,01/03/2013,E4V,E4V
KEOLEASE lève 300 000 euros auprès d’investisseurs,01/03/2013,KEOLEASE,
JYPAI lève 400 000 euros auprès d’investisseurs,01/03/2013,JYPAI,JYPAI
"ARCURE lève 1,5 million d’euros auprès d’investisseurs",01/03/2013,ARCURE,ARCURE
LES ATELIERES lève 650 000 euros auprès d’investisseurs,01/03/2013,LES ATELIERES,LES ATELIERES
ZESTE lève 600 000 euros auprès d’investisseurs,01/03/2013,ZESTE,
HEMARINA lève 4 millions d’euros auprès d’investisseurs,01/03/2013,HEMARINA,HEMARINA
ALLOCAB lève 60 000 euros auprès d’investisseurs,01/03/2013,ALLOCAB,ALLOCAB
ART OF SOULE lève 320 000 euros auprès d’investisseurs,01/03/2013,ART OF SOULE,ART OF SOULE
CHICTYPES lève des fonds auprès de BUSINESS ANGELS,01/03/2013,CHICTYPES,CHICTYPES
CUISISHOP lève des fonds auprès d’investisseurs,01/03/2013,CUISISHOP,CUISISHOP
FIZEO.COM – PRESTALIA lève 510 000 euros auprès d’investisseurs,01/03/2013,FIZEO.COM – PRESTALIA,FIZEO.COM – PRESTALIA
INCUBATEUR THE FAMILY lève 250 000 euros auprès de BUSINESS ANGELS,01/03/2013,INCUBATEUR THE FAMILY,INCUBATEUR THE FAMILY
SLATE lève 340 000 euros auprès d’investisseurs,01/03/2013,SLATE,SLATE
TALENT AGENCY lève des fonds auprès de BUSINESS ANGELS,01/03/2013,TALENT AGENCY,TALENT AGENCY
VIVAMURAL.COM – DC TRADING lève 300 000 euros auprès de FINORPA,01/03/2013,VIVAMURAL.COM – DC TRADING,VIVAMURAL.COM – DC TRADING
AKKA TECHNOLOGIES lève 100 millions d’euros auprès d’investisseurs,01/02/2013,AKKA TECHNOLOGIES,AKKA TECHNOLOGIES
MONBENTO lève des fonds auprès de NEWFUND,01/02/2013,MONBENTO,MONBENTO
DOGFINANCE lève 300 000 euros auprès de BUSINESS ANGELS,01/02/2013,DOGFINANCE,DOGFINANCE
CODINGAME lève 450 000 euros auprès d’investisseurs,01/02/2013,CODINGAME,CODINGAME
FYSIKI lève 335 000 euros auprès de BUSINESS ANGELS,01/02/2013,FYSIKI,FYSIKI
"RECOMMERCE lève 7,1 millions d’euros auprès de FSN PME, SEVENTURE, 3T CAPITAL",01/02/2013,RECOMMERCE,RECOMMERCE
SKETCHFAB lève 370 000 euros auprès de BUSINESS ANGELS,01/02/2013,SKETCHFAB,SKETCHFAB
UBIPOSTING lève 455 000 euros auprès d’investisseurs,01/02/2013,UBIPOSTING,UBIPOSTING
"COMPARIO lève 7 millions d’euros auprès de XANGEFSN PME, I-SOURCE",01/02/2013,COMPARIO,COMPARIO
HOSPIMEDIA lève 2 millions d’euros auprès de ISAI,01/02/2013,HOSPIMEDIA,HOSPIMEDIA
"BUSINESS OF FASHION lève 1,57 million d’euros auprès d’investisseurs",01/02/2013,BUSINESS OF FASHION,
"CAMPING CAR PARK lève 1,5 million d’euros auprès d’investisseurs",01/02/2013,CAMPING CAR PARK,CAMPING CAR PARK
"FEELIGO lève 350 000 euros auprès de PETIT POUCET, BPIFRANCE",01/02/2013,FEELIGO,FEELIGO
TRENDSBOARD lève 500 000 euros auprès de BUSINESS ANGELS,01/02/2013,TRENDSBOARD,TRENDSBOARD
"1001PHARMACIES lève 600 000 euros auprès de BUSINESS ANGELS, GO CAPITAL",01/02/2013,1001PHARMACIES,1001PHARMACIES
AGORASTORE lève 500 000 euros auprès de BUSINESS ANGELS,01/02/2013,AGORASTORE,AGORASTORE
"BAZILE TELECOM lève 2,5 millions d’euros auprès d’investisseurs",01/02/2013,BAZILE TELECOM,BAZILE TELECOM
"GREENWEEZ lève 3 millions d’euros auprès de PROMELYS, A PLUS FINANCE",01/02/2013,GREENWEEZ,GREENWEEZ
"MADMAGZ.COM lève 180 000 euros auprès de BUSINESS ANGELS, SCIENTIPOLE",01/02/2013,MADMAGZ.COM,MADMAGZ.COM
PETITE FRIMOUSSE lève 1 million d’euros auprès de OSEO,01/02/2013,PETITE FRIMOUSSE,PETITE FRIMOUSSE
SENGTAI lève 300 000 euros auprès de BUSINESS ANGELS,01/02/2013,SENGTAI,SENGTAI
TEDEMIS lève 700 000 euros auprès de OSEO,01/02/2013,TEDEMIS,
XANGE PRIVATE EQUITY lève 32 millions d’euros auprès de CDC INNOVATION,01/02/2013,XANGE PRIVATE EQUITY,XANGE PRIVATE EQUITY
L’ACCELERATEUR lève des fonds auprès de BUSINESS ANGELS,01/01/2013,L’ACCELERATEUR,L’ACCELERATEUR
TRUFFLE CAPITAL lève 50 millions d’euros auprès d’investisseurs,01/01/2013,TRUFFLE CAPITAL,TRUFFLE CAPITAL
TWELIXIR lève des fonds auprès d’investisseurs,01/01/2013,TWELIXIR,TWELIXIR
NUMVISION lève 150 000 euros auprès d’investisseurs,01/01/2013,NUMVISION,NUMVISION
"KWARTER lève 3,6 millions d’euros auprès d’investisseurs",01/01/2013,KWARTER,KWARTER
"ACHETER-LOUER.FR lève 3,4 millions d’euros auprès d’investisseurs",01/01/2013,ACHETER-LOUER.FR,ACHETER-LOUER.FR
"ADSERVERPUB lève 2 millions d’euros auprès de ALLIANCE ENTREPRENDRE, SIGMA",01/01/2013,ADSERVERPUB,ADSERVERPUB
ADWANTED lève 500 000 euros auprès de BUSINESS ANGELS,01/01/2013,ADWANTED,ADWANTED
"ADYOULIKE lève 1,2 million d’euros auprès de BANEXI",01/01/2013,ADYOULIKE,ADYOULIKE
ANAXAGO lève 140 000 euros auprès de ANAXAGO,01/01/2013,ANAXAGO,ANAXAGO
APPGRATIS lève 10 millions d’euros auprès de IRIS CAPITAL,01/01/2013,APPGRATIS,APPGRATIS
BISTRI lève 2 millions d’euros auprès de BUSINESS ANGELS,01/01/2013,BISTRI,BISTRI
"BUYBOX lève 1,7 million d’euros auprès de IRIS CAPITAL, MIDI CAPITAL",01/01/2013,BUYBOX,BUYBOX
BYOOK lève 800 000 euros auprès de FINORPA,01/01/2013,BYOOK,BYOOK
"DELFMEMS lève 8,2 millions d’euros auprès d’investisseurs",01/01/2013,DELFMEMS,DELFMEMS
ENJOYMYTRIBU lève 100 000 euros auprès de BUSINESS ANGELS,01/01/2013,ENJOYMYTRIBU,ENJOYMYTRIBU
ERYTECH PHARMA lève 15 millions d’euros auprès de AMORÇAGE RHONE ALPES,01/01/2013,ERYTECH PHARMA,ERYTECH PHARMA
FAMIHERO – ZENANNY lève 350 000 euros auprès de JAINA,01/01/2013,FAMIHERO – ZENANNY,FAMIHERO – ZENANNY
"GEOLID lève 3 millions d’euros auprès de HI INOV, FSN PME, A PLUS FINANCE, CDC",01/01/2013,GEOLID,GEOLID
IBOVIN.COM lève 400 000 euros auprès de STARQUEST,01/01/2013,IBOVIN.COM,IBOVIN.COM
INTENT TECHNOLOGIES lève 1 million d’euros auprès de XANGE,01/01/2013,INTENT TECHNOLOGIES,INTENT TECHNOLOGIES
IZYPEO lève 300 000 euros auprès de 3T CAPITAL,01/01/2013,IZYPEO,IZYPEO
LM2 GROUP lève 85 000 euros auprès d’investisseurs,01/01/2013,LM2 GROUP,LM2 GROUP
MUTUELLE CONSEIL lève des fonds auprès d’investisseurs,01/01/2013,MUTUELLE CONSEIL,MUTUELLE CONSEIL
"MYJOBCOMPANY lève 650 000 euros auprès de BUSINESS ANGELS, ESSEC BUSINESS ANGELS, FEMMES BUSINESS ANGELS, PARIS BUSINESS ANGELS",01/01/2013,MYJOBCOMPANY,MYJOBCOMPANY
MYSECURITE lève 150 000 euros auprès d’investisseurs,01/01/2013,MYSECURITE,MYSECURITE
PHONITIVE lève 400 000 euros auprès de CAPITOLE ANGELS,01/01/2013,PHONITIVE,PHONITIVE
PROPRIETES-PRIVEES lève 1 million d’euros auprès d’investisseurs,01/01/2013,PROPRIETES-PRIVEES,PROPRIETES-PRIVEES
"PUBECO lève 1,2 million d’euros auprès de ISAI",01/01/2013,PUBECO,PUBECO
"RENAISSANCE FACTORY lève 270 000 euros auprès de OTC ASSET MANAGEMENT, KIMA VENTURES",01/01/2013,RENAISSANCE FACTORY,RENAISSANCE FACTORY
WIZISHOP lève 300 000 euros auprès de JAINAKIMA VENTURES,01/01/2013,WIZISHOP,WIZISHOP
WOOOP lève des fonds auprès de KIMA VENTURES,01/12/2014,WOOOP,WOOOP
CLOUDSCREENER lève 600 000 euros auprès de BUSINESS ANGELS,01/12/2014,CLOUDSCREENER,CLOUDSCREENER
ON AIR lève 80 000 euros auprès de BUSINESS ANGELS,01/12/2014,ON AIR,ON AIR
"YNSECT lève 5,5 millions d'euros auprès d'investisseurs",01/12/2014,YNSECT,YNSECT
SOLIDANIM et SOLIDTRACK lève 500 000 euros auprès de BUSINESS ANGELS,01/12/2014,SOLIDANIM et SOLIDTRACK,SOLIDANIM et SOLIDTRACK
ECRINS THERAPEUTICS lève 535 000 euros auprès de WISEED,01/12/2014,ECRINS THERAPEUTICS,ECRINS THERAPEUTICS
"HAPPN lève 5,6 millions d'euros auprès de BUSINESS ANGELS, ALVEN",01/12/2014,HAPPN,HAPPN
LENDING CLUB lève 783 millions d'euros auprès d'investisseurs,01/12/2014,LENDING CLUB,LENDING CLUB
PRIZM lève des fonds auprès de KICKSTARTER,01/12/2014,PRIZM,PRIZM
"BUSINESS TABLE lève 2,5 millions d'euros auprès de AMUNDI PRIVATE EQUITY",01/12/2014,BUSINESS TABLE,
"MONSAV lève 600 000 euros auprès de FA DIESE, FRCI",01/12/2014,MONSAV,MONSAV
OVH lève 267 millions d'euros auprès d'investisseurs,01/12/2014,OVH,OVH
SNAPCAR lève 2 millions d'euros auprès de BUSINESS ANGELS,01/12/2014,SNAPCAR,SNAPCAR
"GRAITEC lève 2,5 millions d'euros auprès d'investisseurs",01/12/2014,GRAITEC,GRAITEC
"SHIFT TECHNOLOGY lève 1,4 million d'euros auprès de IRIS CAPITAL, ELAIA PARTNERS",01/12/2014,SHIFT TECHNOLOGY,SHIFT TECHNOLOGY
INTERSEC lève 17 millions d'euros auprès d'investisseurs,01/12/2014,INTERSEC,INTERSEC
"WEZZOO lève 500 000 euros auprès de BUSINESS ANGELS, FRED & FARID CAPITAL PARTNER",01/12/2014,WEZZOO,WEZZOO
"CAPITAINE TRAIN lève 5,5 millions d'euros auprès de INDEX VENTURES, CM CIC",01/12/2014,CAPITAINE TRAIN,CAPITAINE TRAIN
BEAM lève 1 million d'euros auprès de BUSINESS ANGELS,01/12/2014,BEAM,BEAM
"NEOSPHERES lève 1,2 million d'euros auprès d'investisseurs",01/12/2014,NEOSPHERES,NEOSPHERES
PRECOGS lève 700 000 euros auprès de CAPDECISIF MANAGEMENT,01/12/2014,PRECOGS,PRECOGS
QOS ENERGY lève 1 million d'euros auprès de GO CAPITAL,01/12/2014,QOS ENERGY,QOS ENERGY
SAGES INFORMATIQUE lève 600 000 euros auprès de AGREGATOROTC ASSET MANAGEMENT,01/12/2014,SAGES INFORMATIQUE,
VEXIM lève 5 millions d'euros auprès d'investisseurs,01/12/2014,VEXIM,VEXIM
"WEB ENGINEERING lève 150 000 euros auprès de BUSINESS ANGELS, L'ACCELERATEUR",01/12/2014,WEB ENGINEERING,WEB ENGINEERING
DIVERCHIM lève 275 000 euros auprès d'investisseurs,01/12/2014,DIVERCHIM,DIVERCHIM
NAIO TECHNOLOGIES lève 500 000 euros auprès de SMARTANGELS,01/12/2014,NAIO TECHNOLOGIES,NAIO TECHNOLOGIES
SENTINELO lève 200 000 euros auprès de SMARTANGELS,01/12/2014,SENTINELO,SENTINELO
"SUNNA DESIGN lève 5,3 millions d'euros auprès d'investisseurs",01/12/2014,SUNNA DESIGN,SUNNA DESIGN
ZEENDOC lève 600 000 euros auprès de AGREGATOROTC ASSET MANAGEMENT,01/12/2014,ZEENDOC,
EXPLORE lève 2 millions d'euros auprès de BPIFRANCE,01/11/2014,EXPLORE,EXPLORE
2SPARK lève 1 million d'euros auprès de SCIENTIPOLE,01/11/2014,2SPARK,2SPARK
DOCTOLIB lève 4 millions d'euros auprès de BUSINESS ANGELS,01/11/2014,DOCTOLIB,DOCTOLIB
"LYDIA lève 3,6 millions d'euros auprès de BUSINESS ANGELS, XANGE",01/11/2014,LYDIA,LYDIA
MELIJOE lève 9 millions d'euros auprès de CM CIC,01/11/2014,MELIJOE,MELIJOE
"OUAT ENTERTAINMENT lève 250 000 euros auprès de NESTADIO, KIMA VENTURES",01/11/2014,OUAT ENTERTAINMENT,OUAT ENTERTAINMENT
STAROFSERVICE lève 400 000 euros auprès de BUSINESS ANGELS,01/11/2014,STAROFSERVICE,STAROFSERVICE
"MAGICEVENT lève 1 million d'euros auprès de BUSINESS ANGELS, BPIFRANCE",01/11/2014,MAGICEVENT,MAGICEVENT
"VIDCOIN lève 1 million d'euros auprès de BUSINESS ANGELS, BPIFRANCE, KIMA VENTURES",01/11/2014,VIDCOIN,VIDCOIN
"BABBLER lève 200 000 euros auprès de BUSINESS ANGELS, FRED & FARID CAPITAL PARTNER",01/11/2014,BABBLER,BABBLER
"NUMERICABLE et SFR lève 4,7 millairds d'euros auprès d'investisseurs",01/11/2014,NUMERICABLE et SFR,NUMERICABLE et SFR
"COORPACADEMY lève 3,2 millions d'euros auprès de NEXTSTAGE",01/11/2014,COORPACADEMY,COORPACADEMY
"PRADITUS lève 1,3 million d'euros auprès de SEVENTURE",01/11/2014,PRADITUS,PRADITUS
"THERANEXUS lève 3,6 millions d'euros auprès de AURIGA, SOFIMAC",01/11/2014,THERANEXUS,
COZYNERGY lève 1 million d'euros auprès de BUSINESS ANGELS,01/11/2014,COZYNERGY,
SKILVIOO lève 100 000 euros auprès de BUSINESS ANGELS,01/11/2014,SKILVIOO,SKILVIOO
WIDMEE lève 210 000 euros auprès de AXA SEED FACTORY,01/11/2014,WIDMEE,
AGORIZE et STUDYKA lève 2 millions d'euros auprès de IRIS CAPITAL,01/11/2014,AGORIZE et STUDYKA,AGORIZE et STUDYKA
"ENACO lève 2,3 millions d'euros auprès de FINORPA, AUDACIA",01/11/2014,ENACO,ENACO
FINEXKAP lève 25 millions d'euros auprès de BUSINESS ANGELS,01/11/2014,FINEXKAP,FINEXKAP
"PAYTOP lève 3,3 millions d'euros auprès de TRUFFLE",01/11/2014,PAYTOP,PAYTOP
"MENINVEST et MENLOOK.COM lève 23 millions d'euros auprès de ORKOS, 123 VENTURE",01/11/2014,MENINVEST et MENLOOK.COM,MENINVEST et MENLOOK.COM
SCORE N'CO lève 300 000 euros auprès d'investisseurs,01/11/2014,SCORE N'CO,SCORE N'CO
"SIRDATA lève 490 000 euros auprès de INSEAD BUSINESS ANGELS, VAL BUSINESS ANGELS, I-SOURCE",01/11/2014,SIRDATA,SIRDATA
BNBSITTER lève 400 000 euros auprès de BUSINESS ANGELS,01/11/2014,BNBSITTER,BNBSITTER
"TRIBWAY lève 320 000 euros auprès de BUSINESS ANGELS, ANAXAGO",01/11/2014,TRIBWAY,TRIBWAY
ALL SET FOR lève 300 000 euros auprès de BUSINESS ANGELS,01/11/2014,ALL SET FOR,ALL SET FOR
PARKADOM lève 350 000 euros auprès de BUSINESS ANGELS,01/11/2014,PARKADOM,PARKADOM
"TRIPNDRIVE lève 800 000 euros auprès de BUSINESS ANGELS, ISAI",01/11/2014,TRIPNDRIVE,TRIPNDRIVE
"WYND lève 1,8 million d'euros auprès de BUSINESS ANGELS, BPIFRANCE",01/11/2014,WYND,
"ALPHA MOS lève 6,7 millions d'euros auprès d'investisseurs",01/11/2014,ALPHA MOS,
"EZAKUS lève 2,5 millions d'euros auprès de IDINVEST",01/11/2014,EZAKUS,EZAKUS
"MONEDEN.FR lève 1,3 million d'euros auprès d'investisseurs",01/11/2014,MONEDEN.FR,MONEDEN.FR
STREAMROOT lève 106 200 euros auprès de TECHSTARS,01/11/2014,STREAMROOT,STREAMROOT
VIZEAT lève des fonds auprès d'investisseurs,01/11/2014,VIZEAT,VIZEAT
REMIX COWORKING lève 1 million d'euros auprès de BUSINESS ANGELS,01/10/2014,REMIX COWORKING,REMIX COWORKING
QUADRAN lève 30 millions d'euros auprès d'investisseurs,01/10/2014,QUADRAN,QUADRAN
"CURIOOS lève 1,71 million d'euros auprès de BUSINESS ANGELS",01/10/2014,CURIOOS,CURIOOS
SPRING TECHNOLOGIES lève 5 millions d'euros auprès de CM CIC,01/10/2014,SPRING TECHNOLOGIES,SPRING TECHNOLOGIES
TELORION lève 750 000 euros auprès de DDIDF BUSINESS ANGELS,01/10/2014,TELORION,TELORION
